type,dataset,layer,h,layers_mp,batch_size,lr,batchnorm,act,dropout,gpool,epoch,ckpt_epoch,ckpt_epoch_std,loss,loss_std,params,time_iter,time_iter_std,accuracy,accuracy_std,precision,precision_std,recall,recall_std,f1,f1_std,auc,auc_std,model_id,edges,k1,k2
dilated_gnn,ENZYMES,sageconv,32,,32,0.01,False,relu,0.0,mean,val_best,228.7,55.1181,0.3117,0.1795,7816.0,0.2543,0.0172,0.9121,0.0633,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=3-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,3.0,1.0
dilated_gnn,ENZYMES,sageconv,32,,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,297.6,342.7367,1.4427,0.2788,8392.0,0.3366,0.0207,0.4056,0.1564,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=3-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,3.0,1.0
dilated_gnn,ENZYMES,sageconv,32,,32,0.01,False,relu,0.5,mean,val_best,717.0,202.0144,1.3328,0.0738,7816.0,0.3086,0.0254,0.4715,0.0399,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=3-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,3.0,1.0
dilated_gnn,ENZYMES,sageconv,64,,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,231.1,130.1257,0.1845,0.1979,29064.0,0.3578,0.0461,0.9596,0.0539,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=3-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,3.0,1.0
dilated_gnn,ENZYMES,sageconv,64,,32,0.001,False,relu,0.0,mean,val_best,174.2,82.3514,0.0723,0.0588,27912.0,0.2908,0.0229,0.9967,0.0042,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=3-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,3.0,1.0
dilated_gnn,ENZYMES,sageconv,64,,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,700.3,123.8193,0.458,0.0763,29064.0,0.3663,0.0117,0.8379,0.03,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=3-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,3.0,1.0
dilated_gnn,ENZYMES,sageconv,64,,32,0.001,False,relu,0.5,mean,val_best,636.5,187.5101,0.5628,0.1196,27912.0,0.4999,0.0579,0.8019,0.049,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=3-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,3.0,1.0
dilated_gnn,ENZYMES,sageconv,64,,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,82.2,59.0623,0.2458,0.2029,29064.0,0.4287,0.0823,0.9279,0.0668,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=3-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,3.0,1.0
dilated_gnn,ENZYMES,sageconv,64,,32,0.01,False,relu,0.0,mean,val_best,172.0,63.255,0.1788,0.1444,27912.0,0.313,0.0245,0.9515,0.0476,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=3-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,3.0,1.0
dilated_gnn,ENZYMES,sageconv,64,,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,538.1,240.493,0.9392,0.2846,29064.0,0.3972,0.017,0.6427,0.1353,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=3-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,3.0,1.0
dilated_gnn,ENZYMES,sageconv,64,,32,0.01,False,relu,0.5,mean,val_best,775.1,200.8649,0.8557,0.0909,27912.0,0.3631,0.0344,0.6846,0.0399,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=3-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,3.0,1.0
dilated_gnn,ENZYMES,sageconv,32,,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,293.8,189.2817,0.2579,0.2523,10666.0,0.4817,0.0458,0.9262,0.0861,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,3.0,2.0
dilated_gnn,ENZYMES,sageconv,32,,32,0.001,False,relu,0.0,mean,val_best,272.8,126.5281,0.0818,0.0358,9898.0,0.3083,0.0268,0.9965,0.005,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,3.0,2.0
dilated_gnn,ENZYMES,sageconv,32,,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,709.6,167.1264,1.0271,0.1295,10666.0,0.3288,0.0183,0.6221,0.0559,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,3.0,2.0
dilated_gnn,ENZYMES,sageconv,32,,32,0.001,False,relu,0.5,mean,val_best,732.0,154.7307,1.0792,0.054,9898.0,0.3181,0.0213,0.5938,0.0239,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,3.0,2.0
dilated_gnn,ENZYMES,sageconv,32,,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,200.8,176.379,0.4004,0.3362,10666.0,0.3907,0.0451,0.8673,0.1271,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,3.0,2.0
dilated_gnn,ENZYMES,sageconv,32,,32,0.01,False,relu,0.0,mean,val_best,369.8,148.089,0.3388,0.2589,9898.0,0.3038,0.0252,0.8917,0.0989,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,3.0,2.0
dilated_gnn,ENZYMES,sageconv,32,,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,158.0,285.1379,1.5142,0.2014,10666.0,0.4674,0.0537,0.384,0.1132,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,3.0,2.0
dilated_gnn,ENZYMES,sageconv,32,,32,0.01,False,relu,0.5,mean,val_best,606.8,232.5944,1.3546,0.1262,9898.0,0.3426,0.0484,0.4623,0.069,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,3.0,2.0
dilated_gnn,ENZYMES,sageconv,64,,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,247.5,242.9701,0.119,0.1443,37706.0,0.6306,0.0868,0.9796,0.0324,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=3-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,3.0,2.0
dilated_gnn,ENZYMES,sageconv,64,,32,0.001,False,relu,0.0,mean,val_best,163.6,85.7779,0.0718,0.0803,36170.0,0.3929,0.0269,0.9944,0.0096,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=3-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,3.0,2.0
dilated_gnn,ENZYMES,sageconv,64,,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,649.7,216.8124,0.496,0.1548,37706.0,0.4148,0.0181,0.8312,0.0574,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=3-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,3.0,2.0
dilated_gnn,ENZYMES,sageconv,64,,32,0.001,False,relu,0.5,mean,val_best,735.6,169.4929,0.4835,0.0847,36170.0,0.3911,0.0295,0.8304,0.033,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=3-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,3.0,2.0
dilated_gnn,ENZYMES,sageconv,64,,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,95.7,55.9965,0.2318,0.2166,37706.0,0.4427,0.0465,0.926,0.0744,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=3-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,3.0,2.0
dilated_gnn,ENZYMES,sageconv,64,,32,0.01,False,relu,0.0,mean,val_best,324.5,213.5445,0.1485,0.1474,36170.0,0.3959,0.0281,0.9638,0.0486,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=3-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,3.0,2.0
dilated_gnn,ENZYMES,sageconv,64,,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,56.0,82.0841,1.5182,0.2481,37706.0,0.4547,0.0406,0.3717,0.1389,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=3-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,3.0,2.0
dilated_gnn,ENZYMES,sageconv,64,,32,0.01,False,relu,0.5,mean,val_best,659.1,219.9547,0.9235,0.1211,36170.0,0.3459,0.0167,0.6433,0.0564,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=3-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,3.0,2.0
dilated_gnn,ENZYMES,sageconv,32,,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,312.4,226.1505,0.1549,0.1871,12940.0,0.3857,0.0225,0.9604,0.0609,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=3-k2=3-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,3.0,3.0
dilated_gnn,ENZYMES,sageconv,32,,32,0.001,False,relu,0.0,mean,val_best,237.2,131.6661,0.1898,0.1512,11980.0,0.4382,0.1251,0.9683,0.0296,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=3-k2=3-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,3.0,3.0
dilated_gnn,ENZYMES,sageconv,32,,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,744.2,214.6061,0.9759,0.1226,12940.0,0.442,0.0381,0.6436,0.0505,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=3-k2=3-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,3.0,3.0
dilated_gnn,ENZYMES,sageconv,32,,32,0.001,False,relu,0.5,mean,val_best,678.6,258.363,1.2239,0.1344,11980.0,0.4198,0.0591,0.5262,0.0699,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=3-k2=3-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,3.0,3.0
dilated_gnn,ENZYMES,sageconv,32,,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,205.7,111.6996,0.2795,0.1165,12940.0,0.3045,0.0131,0.9098,0.0414,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=3-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,3.0,3.0
dilated_gnn,ENZYMES,sageconv,32,,32,0.01,False,relu,0.0,mean,val_best,343.9,226.9949,0.5223,0.4333,11980.0,0.2735,0.0156,0.8169,0.1852,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=3-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,3.0,3.0
dilated_gnn,ENZYMES,sageconv,32,,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,18.3,34.7248,1.6796,0.1313,12940.0,0.3404,0.0186,0.2846,0.0798,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=3-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,3.0,3.0
dilated_gnn,ENZYMES,sageconv,32,,32,0.01,False,relu,0.5,mean,val_best,801.7,172.6604,1.3483,0.1126,11980.0,0.4476,0.0621,0.4687,0.0606,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=3-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,3.0,3.0
dilated_gnn,ENZYMES,sageconv,64,,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,166.3,178.8005,0.1266,0.12,46348.0,0.3717,0.0199,0.9787,0.0284,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=3-k2=3-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,3.0,3.0
dilated_gnn,ENZYMES,sageconv,64,,32,0.001,False,relu,0.0,mean,val_best,125.2,65.8359,0.1766,0.1471,44428.0,0.3116,0.0217,0.974,0.0327,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=3-k2=3-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,3.0,3.0
dilated_gnn,ENZYMES,sageconv,64,,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,756.1,119.3235,0.4183,0.0789,46348.0,0.4838,0.0204,0.8546,0.027,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=3-k2=3-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,3.0,3.0
dilated_gnn,ENZYMES,sageconv,64,,32,0.001,False,relu,0.5,mean,val_best,677.0,203.2865,0.6023,0.119,44428.0,0.4145,0.0157,0.7925,0.0425,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=3-k2=3-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,3.0,3.0
dilated_gnn,ENZYMES,sageconv,64,,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,178.2,159.3912,0.2056,0.2189,46348.0,0.4656,0.0252,0.9425,0.0738,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=3-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,3.0,3.0
dilated_gnn,ENZYMES,sageconv,64,,32,0.01,False,relu,0.0,mean,val_best,378.3,206.6238,0.2015,0.2099,44428.0,0.3191,0.0182,0.9396,0.0734,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=3-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,3.0,3.0
dilated_gnn,ENZYMES,sageconv,64,,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,11.8,16.863,1.6715,0.1131,46348.0,0.4247,0.0164,0.2785,0.0799,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=3-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,3.0,3.0
dilated_gnn,ENZYMES,sageconv,64,,32,0.01,False,relu,0.5,mean,val_best,862.0,87.0678,0.9828,0.0788,44428.0,0.375,0.0175,0.6304,0.0337,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=3-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,3.0,3.0
standard_gnn,BZR_MD,edge_sageconv,32,3.0,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,337.8,315.5043,0.441,0.1385,5233.0,0.2924,0.0484,0.7731,0.0864,0.7899,0.0689,0.7476,0.1479,0.7642,0.1129,0.8575,0.0989,tu_base-type=standard_gnn-dataset=BZR_MD-layer=edge_sageconv-h=32-layers_mp=3-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,,,
standard_gnn,BZR_MD,edge_sageconv,32,5.0,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,277.7,196.5279,0.455,0.1117,9841.0,0.4284,0.0496,0.7722,0.0702,0.7594,0.0704,0.8187,0.0638,0.7869,0.0627,0.8561,0.0783,tu_base-type=standard_gnn-dataset=BZR_MD-layer=edge_sageconv-h=32-layers_mp=5-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,,,
standard_gnn,BZR_MD,edge_sageconv,32,5.0,32,0.001,False,relu,0.0,mean,val_best,386.0,174.2251,0.416,0.1185,9713.0,0.325,0.0125,0.7902,0.0774,0.7893,0.0804,0.8275,0.1001,0.8018,0.068,0.8784,0.0775,tu_base-type=standard_gnn-dataset=BZR_MD-layer=edge_sageconv-h=32-layers_mp=5-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,,,
standard_gnn,BZR_MD,edge_sageconv,32,3.0,32,0.001,False,relu,0.0,mean,val_best,421.3,307.7294,0.488,0.0937,5169.0,0.2577,0.0138,0.7559,0.059,0.7568,0.0767,0.789,0.072,0.7685,0.0494,0.8365,0.0815,tu_base-type=standard_gnn-dataset=BZR_MD-layer=edge_sageconv-h=32-layers_mp=3-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,,,
standard_gnn,BZR_MD,edge_sageconv,32,3.0,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,210.5,224.2914,0.5696,0.0463,5233.0,0.2687,0.0161,0.7041,0.0347,0.7039,0.0422,0.7361,0.067,0.7173,0.0359,0.7774,0.0384,tu_base-type=standard_gnn-dataset=BZR_MD-layer=edge_sageconv-h=32-layers_mp=3-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,,,
standard_gnn,BZR_MD,edge_sageconv,32,5.0,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,146.6,197.7171,0.6036,0.0661,9841.0,0.4012,0.0395,0.6731,0.0613,0.6664,0.0722,0.7721,0.0768,0.7087,0.0331,0.7443,0.0645,tu_base-type=standard_gnn-dataset=BZR_MD-layer=edge_sageconv-h=32-layers_mp=5-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,,,
standard_gnn,BZR_MD,edge_sageconv,32,5.0,32,0.001,False,relu,0.5,mean,val_best,174.7,193.596,0.5968,0.0374,9713.0,0.3214,0.0229,0.6882,0.0553,0.69,0.06,0.7556,0.1101,0.7123,0.0309,0.743,0.0711,tu_base-type=standard_gnn-dataset=BZR_MD-layer=edge_sageconv-h=32-layers_mp=5-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean,,,
standard_gnn,BZR_MD,edge_sageconv,32,3.0,32,0.001,False,relu,0.5,mean,val_best,250.7,191.6351,0.5658,0.0379,5169.0,0.2865,0.0677,0.7074,0.0206,0.7015,0.0308,0.7512,0.0619,0.7235,0.0262,0.7813,0.0348,tu_base-type=standard_gnn-dataset=BZR_MD-layer=edge_sageconv-h=32-layers_mp=3-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean,,,
standard_gnn,BZR_MD,edge_sageconv,32,5.0,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,330.8,213.1435,0.3561,0.0868,9841.0,0.3044,0.0236,0.8318,0.058,0.8212,0.0673,0.863,0.0518,0.8406,0.0534,0.9154,0.0456,tu_base-type=standard_gnn-dataset=BZR_MD-layer=edge_sageconv-h=32-layers_mp=5-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,,,
standard_gnn,BZR_MD,edge_sageconv,32,3.0,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,269.9,232.4235,0.3893,0.1695,5233.0,0.2368,0.011,0.8078,0.0913,0.807,0.0915,0.8207,0.1008,0.8127,0.0911,0.8807,0.1024,tu_base-type=standard_gnn-dataset=BZR_MD-layer=edge_sageconv-h=32-layers_mp=3-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,,,
standard_gnn,BZR_MD,edge_sageconv,32,5.0,32,0.01,False,relu,0.0,mean,val_best,387.4,188.6882,0.4682,0.0896,9713.0,0.348,0.0229,0.7718,0.0616,0.7659,0.0741,0.8154,0.0741,0.7861,0.054,0.8439,0.0679,tu_base-type=standard_gnn-dataset=BZR_MD-layer=edge_sageconv-h=32-layers_mp=5-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean,,,
standard_gnn,BZR_MD,edge_sageconv,32,3.0,32,0.01,False,relu,0.0,mean,val_best,323.7,141.1475,0.4576,0.0766,5169.0,0.3029,0.0203,0.7779,0.0312,0.7814,0.0387,0.7899,0.0609,0.7838,0.0343,0.8662,0.0409,tu_base-type=standard_gnn-dataset=BZR_MD-layer=edge_sageconv-h=32-layers_mp=3-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean,,,
standard_gnn,BZR_MD,edge_sageconv,32,3.0,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,106.8,133.5199,0.5761,0.0875,5233.0,0.3136,0.0214,0.669,0.0925,0.6802,0.0877,0.7443,0.1922,0.6871,0.115,0.7647,0.08,tu_base-type=standard_gnn-dataset=BZR_MD-layer=edge_sageconv-h=32-layers_mp=3-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,,,
standard_gnn,BZR_MD,edge_sageconv,32,5.0,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,54.8,73.7805,0.6262,0.0723,9841.0,0.3631,0.0254,0.6155,0.0828,0.6156,0.0781,0.7501,0.16,0.6628,0.0714,0.6868,0.1029,tu_base-type=standard_gnn-dataset=BZR_MD-layer=edge_sageconv-h=32-layers_mp=5-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,,,
standard_gnn,BZR_MD,edge_sageconv,32,5.0,32,0.01,False,relu,0.5,mean,val_best,518.6,374.2794,0.5667,0.0597,9713.0,0.3228,0.0137,0.698,0.0627,0.6843,0.0608,0.7606,0.1605,0.711,0.1077,0.7638,0.0652,tu_base-type=standard_gnn-dataset=BZR_MD-layer=edge_sageconv-h=32-layers_mp=5-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean,,,
standard_gnn,BZR_MD,edge_sageconv,32,3.0,32,0.01,False,relu,0.5,mean,val_best,331.9,306.5056,0.5433,0.0438,5169.0,0.2928,0.017,0.7147,0.0258,0.6983,0.0305,0.7856,0.0493,0.738,0.0231,0.7936,0.0402,tu_base-type=standard_gnn-dataset=BZR_MD-layer=edge_sageconv-h=32-layers_mp=3-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean,,,
standard_gnn,BZR_MD,edge_sageconv,64,5.0,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,330.2,203.2495,0.398,0.0844,36017.0,0.4059,0.0176,0.811,0.05,0.797,0.0466,0.8492,0.0848,0.82,0.0532,0.8962,0.0489,tu_base-type=standard_gnn-dataset=BZR_MD-layer=edge_sageconv-h=64-layers_mp=5-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,,,
standard_gnn,BZR_MD,edge_sageconv,64,3.0,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,360.4,230.0514,0.4042,0.0831,18609.0,0.2749,0.0166,0.802,0.054,0.8006,0.0698,0.8297,0.0659,0.8117,0.0477,0.8953,0.0457,tu_base-type=standard_gnn-dataset=BZR_MD-layer=edge_sageconv-h=64-layers_mp=3-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,,,
standard_gnn,BZR_MD,edge_sageconv,64,3.0,32,0.001,False,relu,0.0,mean,val_best,493.7,232.4061,0.4241,0.1075,18481.0,0.2602,0.0089,0.7902,0.0671,0.7965,0.0593,0.7937,0.0901,0.7938,0.0704,0.8724,0.0608,tu_base-type=standard_gnn-dataset=BZR_MD-layer=edge_sageconv-h=64-layers_mp=3-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,,,
standard_gnn,BZR_MD,edge_sageconv,64,5.0,32,0.001,False,relu,0.0,mean,val_best,433.7,214.3703,0.3846,0.1117,35761.0,0.4144,0.0307,0.8225,0.058,0.8083,0.0663,0.864,0.0549,0.8337,0.052,0.897,0.057,tu_base-type=standard_gnn-dataset=BZR_MD-layer=edge_sageconv-h=64-layers_mp=5-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,,,
standard_gnn,BZR_MD,edge_sageconv,64,5.0,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,176.0,239.8324,0.5774,0.077,36017.0,0.3697,0.0117,0.6882,0.0593,0.698,0.0622,0.6985,0.0962,0.6946,0.0647,0.7619,0.0716,tu_base-type=standard_gnn-dataset=BZR_MD-layer=edge_sageconv-h=64-layers_mp=5-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,,,
