d,type,pos,dataset,layer,edges,k1,k2,h,batch_size,lr,batchnorm,act,dropout,gpool,epoch,ckpt_epoch,ckpt_epoch_std,loss,loss_std,params,time_iter,time_iter_std,accuracy,accuracy_std,precision,precision_std,recall,recall_std,f1,f1_std,auc,auc_std,model_id
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,2,2,64,32,0.001,False,relu,0.5,mean,val_best,296.2,167.8933,0.3716,0.0643,25413.0,0.5753,0.0081,0.8396,0.0322,0.8295,0.0353,0.7574,0.0494,0.7916,0.0421,0.9044,0.0338,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=2-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,2,2,64,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,91.3,93.8723,0.2661,0.2011,25605.0,0.5806,0.0336,0.8831,0.0973,0.8715,0.1011,0.8219,0.1602,0.8443,0.1327,0.9242,0.0736,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=2-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,2,2,64,32,0.01,False,relu,0.0,mean,val_best,151.2,142.9376,0.3132,0.1272,25413.0,0.4807,0.0119,0.8661,0.0681,0.8609,0.0754,0.7931,0.1096,0.8249,0.0944,0.9219,0.0611,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=2-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,2,2,64,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,95.3,83.0338,0.4674,0.0421,25605.0,0.5369,0.0102,0.78,0.0293,0.7554,0.0334,0.6714,0.041,0.7108,0.037,0.8481,0.0302,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=2-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,2,2,64,32,0.01,False,relu,0.5,mean,val_best,332.4,204.4961,0.4185,0.0569,25413.0,0.5489,0.0265,0.8066,0.0356,0.787,0.0409,0.7118,0.0593,0.7471,0.0497,0.8786,0.039,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=2-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,2,3,32,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,160.9,144.6343,0.2925,0.1838,8775.0,0.576,0.1018,0.8685,0.0907,0.8532,0.103,0.8073,0.1338,0.829,0.1189,0.9204,0.0661,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=2-k2=3-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,2,3,32,32,0.001,False,relu,0.0,mean,val_best,86.7,80.05,0.3085,0.1684,8647.0,0.6315,0.0203,0.8699,0.088,0.8521,0.108,0.8198,0.1154,0.8352,0.1107,0.916,0.0745,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=2-k2=3-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,2,3,32,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,287.3,166.7489,0.4499,0.0313,8775.0,0.7495,0.0227,0.7901,0.02,0.761,0.0215,0.6986,0.0476,0.7277,0.0309,0.862,0.0222,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=2-k2=3-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,2,3,32,32,0.001,False,relu,0.5,mean,val_best,295.2,155.4573,0.4467,0.0416,8647.0,0.5162,0.0118,0.7979,0.0277,0.7647,0.04,0.7207,0.0316,0.7418,0.0334,0.8617,0.0305,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=2-k2=3-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,2,3,32,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,183.5,217.8771,0.3649,0.1413,8775.0,0.5655,0.015,0.8339,0.0719,0.8081,0.0806,0.7669,0.1078,0.7865,0.0943,0.8972,0.0585,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=2-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,2,3,32,32,0.01,False,relu,0.0,mean,val_best,90.4,70.6572,0.3704,0.1115,8647.0,0.763,0.0401,0.8376,0.0575,0.8169,0.0608,0.7677,0.0895,0.791,0.0751,0.8982,0.0555,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=2-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,2,3,32,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,71.1,64.7402,0.5041,0.0274,8775.0,0.5726,0.016,0.7558,0.0198,0.7243,0.0251,0.6345,0.0433,0.6759,0.0325,0.8209,0.0225,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=2-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,2,3,32,32,0.01,False,relu,0.5,mean,val_best,522.7,295.9318,0.4607,0.0341,8647.0,0.7564,0.0293,0.7925,0.0219,0.757,0.0353,0.7138,0.0301,0.7346,0.03,0.8535,0.0261,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=2-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,2,3,64,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,62.7,62.2062,0.2869,0.1579,33927.0,0.504,0.0141,0.879,0.0799,0.8656,0.0907,0.8219,0.1236,0.8425,0.1079,0.9307,0.0614,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=2-k2=3-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,2,3,64,32,0.001,False,relu,0.0,mean,val_best,83.0,107.6299,0.3273,0.1876,33671.0,0.5345,0.0141,0.8561,0.0938,0.8427,0.1041,0.7814,0.1442,0.81,0.1253,0.902,0.0742,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=2-k2=3-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,2,3,64,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,150.7,62.6531,0.4204,0.0369,33927.0,0.5222,0.0129,0.8109,0.0229,0.7886,0.0216,0.7251,0.0373,0.7553,0.0289,0.8805,0.0211,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=2-k2=3-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,2,3,64,32,0.001,False,relu,0.5,mean,val_best,140.0,131.9674,0.4424,0.0591,33671.0,0.6965,0.094,0.8044,0.0373,0.7767,0.0532,0.725,0.0451,0.7493,0.0445,0.8625,0.0344,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=2-k2=3-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,2,3,64,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,227.9,194.1224,0.3,0.2084,33927.0,0.5106,0.0177,0.8605,0.0992,0.8436,0.1116,0.8,0.1434,0.8206,0.1279,0.9092,0.0732,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=2-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,2,3,64,32,0.01,False,relu,0.0,mean,val_best,201.4,201.6572,0.3608,0.1472,33671.0,0.4835,0.0151,0.8462,0.0744,0.8304,0.0866,0.7698,0.1153,0.7984,0.1021,0.8998,0.0664,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=2-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,2,3,64,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,45.2,37.1667,0.4846,0.029,33927.0,0.5051,0.012,0.7684,0.0163,0.7379,0.0179,0.6587,0.036,0.6956,0.025,0.8365,0.0212,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=2-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,2,3,64,32,0.01,False,relu,0.5,mean,val_best,283.3,200.5682,0.4122,0.0525,33671.0,0.5456,0.0151,0.8157,0.0294,0.7944,0.0385,0.7324,0.0391,0.762,0.0369,0.8833,0.0327,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=2-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,3,1,32,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,80.7,70.8111,0.3466,0.1787,6659.0,0.5708,0.0261,0.8464,0.1025,0.8557,0.0812,0.7398,0.2245,0.7743,0.1907,0.9069,0.0713,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=1-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,3,1,32,32,0.001,False,relu,0.0,mean,val_best,68.7,40.0975,0.4659,0.0716,6563.0,0.4912,0.0201,0.7873,0.0489,0.7982,0.0407,0.6288,0.1426,0.6938,0.1105,0.8459,0.0485,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=1-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,3,1,32,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,435.4,263.4263,0.4688,0.0396,6659.0,0.4988,0.0152,0.7756,0.0262,0.7558,0.0171,0.6561,0.0781,0.6995,0.0516,0.8485,0.0274,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=1-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,3,1,32,32,0.001,False,relu,0.5,mean,val_best,347.4,272.3961,0.4876,0.0454,6563.0,0.5703,0.1658,0.7726,0.0303,0.7692,0.0226,0.619,0.0846,0.6834,0.0629,0.8287,0.0376,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=1-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,3,1,32,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,112.2,137.693,0.2949,0.1777,6659.0,0.4673,0.0134,0.8687,0.0869,0.8509,0.0968,0.8136,0.1323,0.8309,0.1148,0.922,0.0599,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,3,1,32,32,0.01,False,relu,0.0,mean,val_best,164.1,159.6894,0.4212,0.128,6563.0,0.5981,0.0354,0.8079,0.0752,0.8045,0.0654,0.6828,0.1709,0.7285,0.1443,0.8617,0.0876,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,3,1,32,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,235.9,262.6448,0.4891,0.0212,6659.0,0.5403,0.0212,0.77,0.0164,0.7459,0.0179,0.6512,0.0274,0.6951,0.0203,0.8323,0.0157,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,3,1,32,32,0.01,False,relu,0.5,mean,val_best,313.8,285.6851,0.5161,0.029,6563.0,0.5098,0.0385,0.7528,0.0191,0.7442,0.0125,0.5881,0.0752,0.6541,0.0503,0.8061,0.0293,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,3,1,64,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,296.5,217.9886,0.2684,0.126,25603.0,0.6,0.0153,0.8937,0.0649,0.8882,0.0628,0.8378,0.1092,0.8613,0.0861,0.9461,0.0397,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,3,1,64,32,0.001,False,relu,0.0,mean,val_best,143.0,137.9384,0.3526,0.1808,25411.0,0.5508,0.0151,0.8477,0.0836,0.849,0.0867,0.7464,0.1387,0.7931,0.1154,0.8884,0.0698,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,3,1,64,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,314.8,212.106,0.4188,0.0582,25603.0,0.4743,0.0039,0.8094,0.033,0.7862,0.0375,0.7233,0.0499,0.7533,0.043,0.8789,0.0338,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,3,1,64,32,0.001,False,relu,0.5,mean,val_best,414.2,341.7469,0.4272,0.0913,25411.0,0.5449,0.0482,0.8069,0.0526,0.813,0.0487,0.6703,0.1194,0.7309,0.0943,0.8638,0.0645,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,3,1,64,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,85.4,83.5227,0.3581,0.1408,25603.0,0.4841,0.024,0.8433,0.0724,0.8188,0.0769,0.7787,0.1177,0.7973,0.098,0.9049,0.0601,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,3,1,64,32,0.01,False,relu,0.0,mean,val_best,149.2,136.3465,0.3448,0.1402,25411.0,0.4014,0.0118,0.8485,0.0681,0.8367,0.0737,0.7675,0.1144,0.7997,0.0956,0.9037,0.0589,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,3,1,64,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,221.1,187.2493,0.4439,0.0361,25603.0,0.4827,0.0629,0.792,0.0222,0.7617,0.0279,0.7018,0.0407,0.7303,0.0341,0.8646,0.0235,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,3,1,64,32,0.01,False,relu,0.5,mean,val_best,261.4,234.5,0.4911,0.0555,25411.0,0.6808,0.0433,0.7715,0.0342,0.7676,0.0264,0.6246,0.1175,0.6807,0.0817,0.8223,0.0557,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,3,2,32,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,118.2,133.778,0.3296,0.1208,8773.0,0.6367,0.0245,0.8608,0.0574,0.8413,0.0661,0.8038,0.0878,0.8217,0.076,0.9215,0.0419,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,3,2,32,32,0.001,False,relu,0.0,mean,val_best,91.2,29.7247,0.2871,0.107,8645.0,0.5556,0.0252,0.8875,0.0523,0.8758,0.0573,0.8392,0.0796,0.8567,0.068,0.939,0.0468,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,3,2,32,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,405.6,172.6304,0.4406,0.0261,8773.0,0.6211,0.0271,0.7972,0.0173,0.7654,0.013,0.7165,0.0352,0.7397,0.0226,0.8682,0.0163,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,3,2,32,32,0.001,False,relu,0.5,mean,val_best,308.3,200.4984,0.4589,0.0439,8645.0,0.6674,0.0361,0.7908,0.0287,0.7712,0.0237,0.683,0.0724,0.7227,0.0489,0.8544,0.0316,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,3,2,32,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,117.3,101.9088,0.295,0.1333,8773.0,0.6924,0.0251,0.869,0.0672,0.8414,0.0751,0.8307,0.0965,0.8358,0.0856,0.9314,0.0523,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,3,2,32,32,0.01,False,relu,0.0,mean,val_best,151.5,131.841,0.3795,0.1533,8645.0,0.5473,0.0197,0.8238,0.0827,0.8057,0.092,0.7355,0.1275,0.768,0.1102,0.8836,0.0717,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,3,2,32,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,161.7,161.4423,0.4878,0.0157,8773.0,0.5796,0.0315,0.7685,0.0123,0.7429,0.0169,0.6506,0.0218,0.6934,0.0154,0.8347,0.0114,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,3,2,32,32,0.01,False,relu,0.5,mean,val_best,359.2,193.2019,0.4829,0.0225,8645.0,0.4942,0.0759,0.7716,0.012,0.7483,0.0122,0.6525,0.0431,0.6963,0.0243,0.8389,0.0179,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,3,2,64,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,148.6,173.682,0.2506,0.1569,33925.0,0.575,0.1129,0.8954,0.0773,0.8797,0.0883,0.8518,0.1153,0.8652,0.1023,0.9442,0.0581,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,3,2,64,32,0.001,False,relu,0.0,mean,val_best,73.2,37.9257,0.311,0.1528,33669.0,0.4947,0.0149,0.8718,0.0736,0.8642,0.078,0.8075,0.1132,0.8343,0.0965,0.9191,0.0597,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,3,2,64,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,336.4,220.279,0.3675,0.0758,33925.0,0.6478,0.0183,0.8332,0.0392,0.8091,0.04,0.7668,0.0614,0.7871,0.0501,0.9065,0.0375,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,3,2,64,32,0.001,False,relu,0.5,mean,val_best,211.6,139.1914,0.4178,0.0692,33669.0,0.6506,0.0242,0.812,0.0412,0.7968,0.0425,0.7148,0.0768,0.7525,0.0606,0.8784,0.0424,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,3,2,64,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,154.9,178.034,0.296,0.1402,33925.0,0.4898,0.0168,0.8725,0.0692,0.856,0.0734,0.8192,0.1057,0.8367,0.09,0.9295,0.0571,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,3,2,64,32,0.01,False,relu,0.0,mean,val_best,175.0,169.9518,0.3394,0.1409,33669.0,0.5564,0.0286,0.846,0.0749,0.8296,0.0851,0.7662,0.1244,0.7957,0.1065,0.9063,0.0677,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,3,2,64,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,100.5,60.7524,0.4763,0.0251,33925.0,0.5488,0.0176,0.7745,0.0197,0.7408,0.0175,0.6776,0.0295,0.7077,0.0229,0.8438,0.0174,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,3,2,64,32,0.01,False,relu,0.5,mean,val_best,363.4,191.7781,0.4403,0.0588,33669.0,0.7575,0.032,0.7958,0.0417,0.7686,0.0493,0.707,0.0612,0.7359,0.0523,0.8653,0.046,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,False,PROTEINS,sageconv,False,3,3,32,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,57.9,58.6489,0.3739,0.1349,10887.0,0.534,0.0185,0.8329,0.0666,0.8092,0.0738,0.7625,0.1016,0.7845,0.0871,0.8955,0.0503,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=sageconv-edges=False-k1=3-k2=3-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
