d,type,pos,dataset,layer,edges,k1,k2,h,batch_size,lr,batchnorm,act,dropout,gpool,epoch,ckpt_epoch,ckpt_epoch_std,loss,loss_std,params,time_iter,time_iter_std,accuracy,accuracy_std,precision,precision_std,recall,recall_std,f1,f1_std,auc,auc_std,model_id
cuda,dilapos_gnn,False,DD,sageconv,False,3,1,32,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,67.3,54.723,0.434,0.0485,12099.0,0.6863,0.0322,0.8049,0.0293,0.7951,0.0309,0.7116,0.0535,0.7505,0.0415,0.8709,0.0309,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=3-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,DD,sageconv,False,3,1,32,32,0.01,False,relu,0.5,mean,val_best,279.4,255.8512,0.4406,0.0704,12003.0,0.6613,0.0291,0.803,0.0368,0.8042,0.0373,0.6915,0.0671,0.7429,0.0533,0.8617,0.0476,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=3-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,False,DD,sageconv,False,3,1,64,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,22.7,17.8609,0.3319,0.1479,36483.0,0.6425,0.0326,0.8605,0.0726,0.8741,0.0661,0.7695,0.1311,0.8158,0.1034,0.9211,0.0566,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=3-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,DD,sageconv,False,3,1,64,32,0.001,False,relu,0.0,mean,val_best,89.9,70.8822,0.1521,0.1702,36291.0,0.6588,0.0263,0.9455,0.0726,0.9491,0.0734,0.9134,0.1113,0.9303,0.0935,0.9661,0.0485,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=3-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,False,DD,sageconv,False,3,1,64,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,175.0,131.0267,0.3193,0.1117,36483.0,0.6133,0.0307,0.8653,0.0534,0.859,0.0534,0.8036,0.0887,0.8298,0.0722,0.9261,0.0507,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=3-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,DD,sageconv,False,3,1,64,32,0.001,False,relu,0.5,mean,val_best,188.7,188.9371,0.3538,0.1677,36291.0,0.7416,0.0359,0.8436,0.0802,0.8513,0.0705,0.7433,0.1558,0.7895,0.1205,0.8893,0.0916,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=3-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,False,DD,sageconv,False,3,1,64,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,117.1,146.9282,0.2792,0.1852,36483.0,0.865,0.0518,0.882,0.0878,0.8778,0.0896,0.8259,0.1358,0.8499,0.1141,0.9285,0.0672,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=3-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,DD,sageconv,False,3,1,64,32,0.01,False,relu,0.0,mean,val_best,210.5,199.0177,0.3639,0.1976,36291.0,0.6829,0.032,0.8424,0.0933,0.8334,0.0984,0.764,0.153,0.7952,0.1279,0.8862,0.0941,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=3-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,False,DD,sageconv,False,3,1,64,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,45.8,98.4,0.4311,0.0962,36483.0,0.6329,0.0285,0.8064,0.0511,0.7927,0.0547,0.7196,0.0776,0.754,0.0662,0.8679,0.0433,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=3-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,DD,sageconv,False,3,1,64,32,0.01,False,relu,0.5,mean,val_best,297.9,277.2098,0.378,0.134,36291.0,0.8174,0.0407,0.8282,0.0685,0.8226,0.0617,0.7365,0.1326,0.7747,0.1022,0.8856,0.0791,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=3-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,False,DD,sageconv,False,3,2,32,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,165.4,200.8274,0.2065,0.196,14213.0,1.1802,0.1253,0.9191,0.0875,0.9269,0.0729,0.8648,0.1577,0.8918,0.121,0.9525,0.0611,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,DD,sageconv,False,3,2,32,32,0.001,False,relu,0.0,mean,val_best,151.0,184.2325,0.3135,0.1585,14085.0,0.9298,0.0856,0.8699,0.0791,0.8787,0.0549,0.7875,0.1668,0.8241,0.1249,0.916,0.0751,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,False,DD,sageconv,False,3,2,32,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,181.3,188.4872,0.4155,0.0718,14213.0,1.1396,0.0885,0.8189,0.0365,0.8151,0.0323,0.7249,0.0725,0.7665,0.0541,0.8821,0.0415,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,DD,sageconv,False,3,2,32,32,0.001,False,relu,0.5,mean,val_best,101.4,111.2773,0.4365,0.071,14085.0,1.267,0.1144,0.8037,0.0393,0.8046,0.0324,0.6907,0.0829,0.7421,0.061,0.87,0.0415,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,False,DD,sageconv,False,3,2,32,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,118.0,153.5891,0.1986,0.1657,14213.0,1.0627,0.0774,0.9226,0.0722,0.921,0.0731,0.8854,0.1101,0.9023,0.0924,0.9615,0.046,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
