d,type,pos,dataset,layer,edges,k1,k2,h,batch_size,lr,weight_decay,batchnorm,act,dropout,gpool,epoch,ckpt_epoch,ckpt_epoch_std,loss,loss_std,params,time_iter,time_iter_std,accuracy,accuracy_std,precision,precision_std,recall,recall_std,f1,f1_std,auc,auc_std,model_id
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,1,2,64,32,0.01,0.0005,False,relu,0.5,max_of_concat_layers,val_best,250.4,245.3806,0.5616,0.0648,9909.0,0.9097,0.1407,0.6918,0.0723,0.6837,0.0623,0.7258,0.1599,0.6975,0.1085,0.7664,0.0874,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=1-k2=2-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,1,2,64,32,0.01,0.0005,False,relu,0.5,mean,val_best,150.5,155.2793,0.5874,0.0535,9781.0,1.1667,0.1789,0.6824,0.049,0.67,0.0539,0.7703,0.0576,0.7138,0.0321,0.7538,0.053,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=1-k2=2-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,1,3,32,32,0.01,0.0005,False,relu,0.0,max_of_concat_layers,val_best,245.5,213.7645,0.5383,0.0404,4215.0,0.8782,0.0807,0.7261,0.0298,0.7147,0.0387,0.7811,0.0521,0.7448,0.0264,0.8026,0.0329,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=1-k2=3-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,1,3,32,32,0.01,0.0005,False,relu,0.0,mean,val_best,131.9,83.9505,0.5555,0.0187,4119.0,0.8293,0.103,0.7114,0.0181,0.6963,0.0238,0.7794,0.0498,0.7341,0.0177,0.788,0.0156,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=1-k2=3-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,1,3,32,32,0.01,0.0005,False,relu,0.5,max_of_concat_layers,val_best,237.2,183.9368,0.5509,0.0245,4215.0,0.7829,0.0667,0.7204,0.0278,0.7082,0.0401,0.7811,0.041,0.7412,0.0204,0.7957,0.0196,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=1-k2=3-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,1,3,32,32,0.01,0.0005,False,relu,0.5,mean,val_best,145.7,102.6529,0.5721,0.0349,4119.0,0.8529,0.0385,0.6959,0.0309,0.6838,0.0517,0.78,0.0701,0.7242,0.0177,0.78,0.0242,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=1-k2=3-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,1,3,64,32,0.01,0.0005,False,relu,0.0,max_of_concat_layers,val_best,126.5,164.9517,0.5967,0.0684,14519.0,0.7867,0.0324,0.6669,0.0559,0.6595,0.0521,0.7267,0.1513,0.6817,0.0986,0.7359,0.0808,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=1-k2=3-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,1,3,64,32,0.01,0.0005,False,relu,0.0,mean,val_best,118.6,97.8767,0.5848,0.0496,14327.0,0.8848,0.119,0.6812,0.0699,0.6692,0.0703,0.7967,0.079,0.7211,0.034,0.7486,0.0807,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=1-k2=3-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,1,3,64,32,0.01,0.0005,False,relu,0.5,max_of_concat_layers,val_best,226.4,224.0572,0.5729,0.0582,14519.0,0.9159,0.0883,0.6877,0.0552,0.697,0.0534,0.7172,0.1938,0.6816,0.1447,0.7621,0.0725,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=1-k2=3-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,1,3,64,32,0.01,0.0005,False,relu,0.5,mean,val_best,257.1,219.233,0.5624,0.0443,14327.0,1.0758,0.2125,0.698,0.0413,0.6859,0.0466,0.7644,0.0514,0.7216,0.0364,0.7732,0.0579,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=1-k2=3-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,2,1,32,32,0.01,0.0005,False,relu,0.0,max_of_concat_layers,val_best,147.4,114.8488,0.5686,0.0376,2931.0,0.7236,0.0212,0.6955,0.0299,0.6672,0.0387,0.8217,0.0478,0.7344,0.0194,0.78,0.0324,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=2-k2=1-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,2,1,32,32,0.01,0.0005,False,relu,0.0,mean,val_best,254.2,180.7245,0.5542,0.0591,2867.0,0.873,0.1133,0.6951,0.0599,0.7234,0.0756,0.6598,0.1504,0.6795,0.1078,0.7754,0.0687,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=2-k2=1-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,2,1,32,32,0.01,0.0005,False,relu,0.5,max_of_concat_layers,val_best,248.1,210.6891,0.5851,0.0436,2931.0,0.817,0.0619,0.6853,0.0337,0.6785,0.0417,0.7415,0.0617,0.7064,0.0329,0.759,0.042,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=2-k2=1-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,2,1,32,32,0.01,0.0005,False,relu,0.5,mean,val_best,183.3,175.9205,0.6231,0.0526,2867.0,1.0322,0.1204,0.6429,0.0541,0.6412,0.0487,0.7111,0.1796,0.6594,0.0983,0.7038,0.0726,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=2-k2=1-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,2,1,64,32,0.01,0.0005,False,relu,0.0,max_of_concat_layers,val_best,269.0,201.9777,0.5474,0.0462,9907.0,1.288,0.3417,0.7147,0.049,0.6963,0.0608,0.8031,0.0315,0.7438,0.0335,0.7932,0.0365,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=2-k2=1-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,2,1,64,32,0.01,0.0005,False,relu,0.0,mean,val_best,217.8,214.6312,0.5794,0.0689,9779.0,0.9512,0.1574,0.6804,0.0656,0.6745,0.0679,0.7375,0.0698,0.7027,0.0596,0.7508,0.0799,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=2-k2=1-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,2,1,64,32,0.01,0.0005,False,relu,0.5,max_of_concat_layers,val_best,69.9,75.4897,0.6132,0.0482,9907.0,0.9046,0.1262,0.6449,0.0611,0.6702,0.0749,0.6218,0.1274,0.6353,0.0898,0.7136,0.0842,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=2-k2=1-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,2,1,64,32,0.01,0.0005,False,relu,0.5,mean,val_best,200.7,220.9756,0.58,0.0457,9779.0,0.8941,0.1128,0.691,0.0487,0.6995,0.0662,0.7271,0.0739,0.7072,0.0292,0.7517,0.0604,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=2-k2=1-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,2,2,32,32,0.01,0.0005,False,relu,0.0,max_of_concat_layers,val_best,175.5,127.5549,0.5646,0.0454,4213.0,1.0307,0.178,0.6939,0.0375,0.6871,0.0611,0.7652,0.0688,0.719,0.0261,0.7768,0.0422,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=2-k2=2-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,2,2,32,32,0.01,0.0005,False,relu,0.0,mean,val_best,380.9,289.9988,0.5241,0.0464,4117.0,0.9653,0.0762,0.7298,0.0339,0.733,0.0394,0.749,0.0402,0.7398,0.0282,0.8105,0.038,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=2-k2=2-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,2,2,32,32,0.01,0.0005,False,relu,0.5,max_of_concat_layers,val_best,227.6,177.6695,0.5814,0.0197,4213.0,0.9831,0.1402,0.6853,0.0193,0.6793,0.0372,0.747,0.0945,0.7064,0.0311,0.7603,0.0157,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=2-k2=2-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,2,2,32,32,0.01,0.0005,False,relu,0.5,mean,val_best,255.4,243.5501,0.5977,0.0433,4117.0,0.7393,0.0658,0.6735,0.0385,0.6775,0.0576,0.7369,0.1476,0.6928,0.0532,0.7465,0.0404,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=2-k2=2-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,2,2,64,32,0.01,0.0005,False,relu,0.0,max_of_concat_layers,val_best,267.5,242.9392,0.5588,0.0605,14517.0,1.4348,0.2981,0.6845,0.0552,0.6792,0.0779,0.7667,0.0914,0.7124,0.0459,0.7756,0.0695,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=2-k2=2-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,2,2,64,32,0.01,0.0005,False,relu,0.0,mean,val_best,336.5,278.3218,0.5392,0.0586,14325.0,0.9189,0.1439,0.7257,0.0359,0.7282,0.0469,0.7468,0.0588,0.7355,0.037,0.8014,0.0478,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=2-k2=2-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,2,2,64,32,0.01,0.0005,False,relu,0.5,max_of_concat_layers,val_best,118.3,159.0535,0.6149,0.0398,14517.0,0.9859,0.175,0.6518,0.0451,0.635,0.0396,0.7627,0.1486,0.6841,0.0815,0.7192,0.0509,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=2-k2=2-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,2,2,64,32,0.01,0.0005,False,relu,0.5,mean,val_best,108.7,148.156,0.6146,0.0461,14325.0,0.9179,0.11,0.6571,0.0713,0.6416,0.085,0.7014,0.189,0.6605,0.145,0.711,0.0979,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=2-k2=2-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,2,3,32,32,0.01,0.0005,False,relu,0.0,max_of_concat_layers,val_best,229.4,159.4993,0.5516,0.0597,5495.0,0.9092,0.0948,0.7008,0.0443,0.6911,0.0435,0.7507,0.058,0.7192,0.0461,0.7817,0.0586,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=2-k2=3-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,2,3,32,32,0.01,0.0005,False,relu,0.0,mean,val_best,381.2,236.5383,0.5231,0.0612,5367.0,0.8795,0.0959,0.7135,0.0832,0.7181,0.0844,0.7705,0.0574,0.7371,0.0429,0.7924,0.1082,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=2-k2=3-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,2,3,32,32,0.01,0.0005,False,relu,0.5,max_of_concat_layers,val_best,139.3,109.7634,0.6022,0.0351,5495.0,1.0902,0.1868,0.6661,0.0405,0.6542,0.0275,0.7404,0.1316,0.6882,0.0724,0.7371,0.0396,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=2-k2=3-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,2,3,32,32,0.01,0.0005,False,relu,0.5,mean,val_best,219.3,216.3012,0.6076,0.0527,5367.0,0.9867,0.1196,0.6514,0.0563,0.6552,0.0571,0.6742,0.1028,0.6615,0.0691,0.72,0.0741,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=2-k2=3-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,2,3,64,32,0.01,0.0005,False,relu,0.0,max_of_concat_layers,val_best,186.7,222.2512,0.571,0.0612,19127.0,1.2055,0.3294,0.6894,0.0466,0.6913,0.0457,0.7156,0.1372,0.6955,0.082,0.7698,0.0555,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=2-k2=3-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,2,3,64,32,0.01,0.0005,False,relu,0.0,mean,val_best,328.3,237.0236,0.5419,0.057,18871.0,0.9061,0.1462,0.7196,0.0372,0.7295,0.0573,0.7359,0.0765,0.728,0.0364,0.7971,0.0442,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=2-k2=3-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,2,3,64,32,0.01,0.0005,False,relu,0.5,max_of_concat_layers,val_best,116.3,130.1784,0.614,0.039,19127.0,0.8492,0.045,0.6547,0.0561,0.6491,0.0723,0.7796,0.1058,0.6981,0.021,0.7274,0.0569,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=2-k2=3-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,2,3,64,32,0.01,0.0005,False,relu,0.5,mean,val_best,190.6,155.1491,0.5792,0.0462,18871.0,1.1786,0.2643,0.689,0.0522,0.6935,0.0551,0.7082,0.0926,0.6979,0.0586,0.7525,0.0772,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=2-k2=3-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,3,1,32,32,0.01,0.0005,False,relu,0.0,max_of_concat_layers,val_best,194.7,167.2753,0.5818,0.0631,4211.0,0.9186,0.1415,0.6608,0.0641,0.6565,0.0416,0.7244,0.2399,0.651,0.2077,0.7552,0.0634,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=3-k2=1-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,3,1,32,32,0.01,0.0005,False,relu,0.0,mean,val_best,19.8,46.4302,0.6832,0.0459,4115.0,0.7245,0.0414,0.5171,0.0777,0.5459,0.113,0.5305,0.2704,0.4885,0.1809,0.5169,0.095,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=3-k2=1-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,3,1,32,32,0.01,0.0005,False,relu,0.5,max_of_concat_layers,val_best,229.6,208.7229,0.6221,0.0364,4211.0,0.7906,0.0694,0.6506,0.0524,0.6396,0.0538,0.7411,0.1186,0.6813,0.061,0.7078,0.0691,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=3-k2=1-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,3,1,32,32,0.01,0.0005,False,relu,0.5,mean,val_best,200.3,305.1429,0.6993,0.0104,4115.0,1.1273,0.3293,0.4955,0.0267,0.5053,0.0529,0.4491,0.338,0.4044,0.2192,0.461,0.0297,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=3-k2=1-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,3,1,64,32,0.01,0.0005,False,relu,0.0,max_of_concat_layers,val_best,193.2,192.0265,0.5697,0.0533,14515.0,1.1051,0.1152,0.6869,0.0503,0.6754,0.0428,0.7486,0.1457,0.7023,0.0867,0.771,0.0579,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=3-k2=1-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,3,1,64,32,0.01,0.0005,False,relu,0.0,mean,val_best,3.5,9.1897,0.7038,0.0074,14323.0,0.8295,0.0695,0.4861,0.0242,0.48,0.0573,0.5372,0.3002,0.47,0.1793,0.4856,0.0318,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=3-k2=1-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,3,1,64,32,0.01,0.0005,False,relu,0.5,max_of_concat_layers,val_best,150.0,129.2045,0.5882,0.0273,14515.0,0.9515,0.1212,0.6869,0.0266,0.6858,0.0469,0.7344,0.0807,0.7045,0.0314,0.7587,0.0292,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=3-k2=1-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,3,1,64,32,0.01,0.0005,False,relu,0.5,mean,val_best,245.0,217.777,0.695,0.0047,14323.0,0.8892,0.0731,0.4984,0.0306,0.5048,0.0329,0.6735,0.2301,0.5576,0.1184,0.4827,0.0442,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=3-k2=1-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,3,2,32,32,0.01,0.0005,False,relu,0.0,max_of_concat_layers,val_best,139.2,189.9909,0.5956,0.0425,5493.0,0.825,0.0812,0.6759,0.048,0.6842,0.0675,0.6985,0.0855,0.6869,0.0514,0.7438,0.0494,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=3-k2=2-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,3,2,32,32,0.01,0.0005,False,relu,0.0,mean,val_best,36.6,86.3854,0.6844,0.0486,5365.0,0.89,0.1281,0.5286,0.0746,0.546,0.083,0.6099,0.2219,0.5499,0.1301,0.5382,0.1081,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=3-k2=2-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,3,2,32,32,0.01,0.0005,False,relu,0.5,max_of_concat_layers,val_best,173.1,125.3375,0.6013,0.0232,5493.0,0.8103,0.0508,0.6727,0.0299,0.662,0.0532,0.7654,0.1121,0.7027,0.0387,0.7388,0.033,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=3-k2=2-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,3,2,32,32,0.01,0.0005,False,relu,0.5,mean,val_best,207.3,248.6745,0.684,0.0266,5365.0,0.941,0.0829,0.5171,0.048,0.5047,0.0549,0.6587,0.3665,0.5143,0.2359,0.5252,0.0743,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=3-k2=2-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,3,2,64,32,0.01,0.0005,False,relu,0.0,max_of_concat_layers,val_best,183.7,166.7447,0.5684,0.0613,19125.0,1.0066,0.0949,0.6833,0.0712,0.6294,0.2132,0.6684,0.2318,0.6471,0.2197,0.768,0.0639,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=3-k2=2-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,3,2,64,32,0.01,0.0005,False,relu,0.0,mean,val_best,15.4,45.8676,0.711,0.0105,18869.0,0.8657,0.0616,0.4833,0.0241,0.4921,0.021,0.581,0.1913,0.5214,0.0878,0.4767,0.029,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=3-k2=2-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,3,2,64,32,0.01,0.0005,False,relu,0.5,max_of_concat_layers,val_best,112.0,86.636,0.6109,0.0375,19125.0,1.1276,0.0984,0.6539,0.0355,0.6664,0.0466,0.6667,0.1409,0.6554,0.0773,0.7367,0.0395,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=3-k2=2-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
